timestamp,location,latitude,longitude,rainfall_1h_mm,rainfall_3h_mm,rainfall_6h_mm,rainfall_24h_mm,soil_moisture_percent,river_level_m,river_rise_rate_m_per_hr,elevation_m,slope_degrees,distance_from_river_km,population,households,hospitals,schools,shelters,flood,severity,risk_score
2026-06-01 01:00:00,Kodaikanal Hills,10.239141,77.48839,4.16,14.6,28.88,43.26,44.38,1.5,0.096,2048.7,29.48,2.54,6665.0,1583.0,2.0,4.0,4.0,0,SAFE,19.38
2026-06-01 01:00:00,Kolli Hills,11.25052,78.339196,11.21,13.64,31.58,70.95,46.7,1.63,0.266,1164.8,33.69,0.64,4895.0,1211.5,1.0,3.0,3.0,0,LOW,33.25
2026-06-01 01:00:00,Kurinji Nagar,11.179772,76.94832,6.0,15.09,35.46,57.61,49.98,1.48,0.218,986.6,28.83,0.78,4334.0,1021.0,1.0,3.0,3.0,0,LOW,33.11
2026-06-01 01:00:00,Meghamalai,9.681283,77.353229,0.0,10.32,16.27,34.35,45.71,1.49,0.123,1424.7,28.83,1.54,2785.0,670.0,1.0,2.0,1.0,0,LOW,24.54
2026-06-01 01:00:00,Mullai Valley,11.238018,77.018871,17.66,29.83,46.24,63.93,56.22,1.51,0.319,1262.4,34.1,1.53,3166.0,783.0,1.0,4.0,1.0,0,LOW,39.34
2026-06-01 01:00:00,Munnar Hills,10.089438,77.058449,9.61,14.66,30.28,58.79,49.21,1.54,0.099,1564.7,41.87,0.41,7296.0,1764.0,2.0,6.0,4.0,0,LOW,27.97
2026-06-01 01:00:00,Nilgiri Foothills,11.382145,76.750055,9.95,11.19,19.84,51.11,48.6,1.48,0.122,1035.5,36.18,0.62,5593.0,1353.0,2.0,5.0,3.0,0,LOW,32.33
2026-06-01 01:00:00,Pachamalai,11.301117,78.652485,2.38,16.57,13.86,26.38,41.82,1.11,0.112,810.6,21.4,1.78,4382.0,1050.0,1.0,2.0,2.0,0,SAFE,19.48
2026-06-01 01:00:00,Sathyamangalam Hills,11.501799,77.248492,6.61,14.33,25.62,43.69,41.89,1.65,0.133,648.6,13.58,2.79,5969.0,1398.0,2.0,5.0,4.0,0,LOW,23.97
2026-06-01 01:00:00,Shevaroy Hills,11.662708,78.160578,9.33,14.82,28.01,34.44,42.89,1.51,0.256,1339.8,35.27,0.97,5947.0,1378.0,2.0,5.0,3.0,0,LOW,31.07
2026-06-01 01:00:00,Sirumalai,10.238747,77.550487,7.29,18.78,28.13,45.25,46.84,1.51,0.149,1165.1,30.34,1.13,3497.0,795.0,1.0,3.0,2.0,0,LOW,25.88
2026-06-01 01:00:00,Thalamalai,11.703092,77.099366,4.79,20.14,29.64,65.7,53.48,1.67,0.21,939.4,30.29,1.05,3004.0,689.0,1.0,3.0,2.0,0,LOW,32.47
2026-06-01 01:00:00,Valparai,10.331553,76.953278,0.0,7.98,24.37,55.47,50.26,1.69,0.204,1345.8,35.27,0.5,6010.0,1397.0,2.0,5.0,3.0,0,LOW,24.09
2026-06-01 01:00:00,Yelagiri,12.578179,78.627849,3.32,14.11,17.98,50.41,42.34,1.2,0.065,1057.6,23.15,1.92,3842.0,928.0,1.0,3.0,2.0,0,LOW,22.57
2026-06-01 01:00:00,Yercaud,11.78163,78.207023,3.85,20.49,25.72,51.02,42.91,1.67,0.244,1514.8,30.09,0.92,4883.0,1172.0,2.0,3.0,3.0,0,LOW,32.14
2026-06-01 02:00:00,Agasthyamalai,8.647763,77.35181,7.04,8.74,23.89,33.0,44.37,1.8,0.174,1064.5,43.68,0.91,2633.0,595.0,1.0,2.0,1.0,0,LOW,34.2
2026-06-01 02:00:00,Anamalai Foothills,10.550176,76.921888,2.74,6.05,16.67,35.37,37.86,1.58,0.0,698.3,25.73,0.44,7151.0,1732.0,3.0,5.0,4.0,0,SAFE,16.12
2026-06-01 02:00:00,Biligiriranga Hills,11.950568,77.146652,6.5,12.25,27.26,51.36,45.8,1.53,0.222,1298.1,35.07,1.54,3274.0,809.0,1.0,3.0,1.0,0,LOW,30.54
2026-06-01 02:00:00,Javadi Hills,12.497358,78.949831,2.38,10.11,22.01,37.5,42.07,1.79,0.119,889.3,23.13,2.27,4573.0,1132.0,2.0,5.0,3.0,0,SAFE,16.68
2026-06-01 02:00:00,Kalrayan Hills,11.721536,78.848062,3.51,32.87,3.8,21.18,35.41,1.57,0.002,811.7,25.4,1.78,5236.0,1210.0,1.0,4.0,3.0,0,SAFE,19.82
2026-06-01 02:00:00,Kodaikanal Hills,10.238561,77.487422,9.73,16.85,20.27,59.09,50.47,1.67,0.177,2042.9,31.0,2.4,6799.0,1617.0,1.0,6.0,4.0,0,LOW,29.6
2026-06-01 02:00:00,Kolli Hills,11.247265,78.343727,11.67,27.18,33.48,66.57,60.62,1.82,0.285,1166.9,35.16,0.66,5155.0,1220.0,1.0,6.0,3.0,0,LOW,34.25
2026-06-01 02:00:00,Kurinji Nagar,11.179059,76.948722,3.72,16.05,28.64,51.04,46.28,1.63,0.167,983.9,29.74,0.74,4242.0,1011.0,1.0,4.0,2.0,0,LOW,26.58
2026-06-01 02:00:00,Meghamalai,9.676702,77.34983,6.87,12.16,17.96,49.43,48.54,1.47,0.0,1435.1,31.46,1.39,2821.0,667.0,1.0,3.0,2.0,0,LOW,30.37
2026-06-01 02:00:00,Mullai Valley,11.24397,77.018529,10.74,26.78,30.27,56.75,50.65,1.66,0.221,1311.8,34.84,0.97,3039.0,715.0,0.0,3.0,2.0,0,LOW,30.28
2026-06-01 02:00:00,Munnar Hills,10.090162,77.059466,7.23,18.61,24.02,59.95,49.1,1.56,0.096,1539.9,48.91,0.42,7235.0,1723.0,2.0,5.0,4.0,0,LOW,33.74
2026-06-01 02:00:00,Nilgiri Foothills,11.376043,76.749112,10.29,7.75,17.71,30.97,40.83,1.49,0.135,1063.6,37.62,0.61,5562.0,1330.0,2.0,5.0,3.0,0,LOW,25.96
2026-06-01 02:00:00,Pachamalai,11.297707,78.64771,15.59,12.79,15.17,31.92,41.3,1.25,0.22,806.3,22.4,1.44,4406.0,1053.0,1.0,4.0,3.0,0,LOW,24.36
2026-06-01 02:00:00,Sathyamangalam Hills,11.501523,77.250439,4.75,14.52,21.11,43.31,48.63,1.77,0.177,647.0,18.69,2.67,5879.0,1429.0,2.0,5.0,3.0,0,LOW,24.81
2026-06-01 02:00:00,Shevaroy Hills,11.660491,78.161147,0.0,6.19,31.01,28.47,41.53,1.66,0.18,1338.4,35.8,1.11,5834.0,1365.0,1.0,5.0,3.0,0,LOW,30.02
2026-06-01 02:00:00,Sirumalai,10.241538,77.551172,6.33,20.86,29.11,44.44,49.41,1.6,0.101,1131.1,26.49,1.45,3509.0,792.0,1.0,3.0,2.0,0,LOW,25.6
2026-06-01 02:00:00,Thalamalai,11.698518,77.09769,11.58,20.0,30.25,61.45,56.67,1.71,0.087,978.5,34.17,0.77,3080.0,713.0,1.0,3.0,2.0,0,LOW,34.96
2026-06-01 02:00:00,Valparai,10.331633,76.949664,7.63,18.74,18.75,50.31,44.71,1.8,0.137,1315.5,37.23,0.63,6027.0,1442.0,1.0,5.0,3.0,0,LOW,31.62
2026-06-01 02:00:00,Yelagiri,12.578712,78.631811,10.5,15.41,45.26,55.55,48.04,1.34,0.171,1050.7,25.23,1.79,4021.0,967.0,1.0,3.0,3.0,0,LOW,26.2
2026-06-01 02:00:00,Yercaud,11.777847,78.210221,11.57,21.26,40.22,60.33,56.04,1.92,0.323,1490.1,30.97,0.86,4858.0,1185.0,1.0,4.0,4.0,0,LOW,39.76
2026-06-01 03:00:00,Agasthyamalai,8.648057,77.352073,12.22,21.39,32.79,38.12,49.87,1.9,0.176,1133.4,40.28,1.36,2521.0,647.0,1.0,1.0,3.0,0,LOW,26.71
2026-06-01 03:00:00,Anamalai Foothills,10.54858,76.920113,10.46,12.51,25.73,33.49,42.73,1.62,0.082,714.8,22.58,0.33,7271.0,1760.0,2.0,7.0,4.0,0,LOW,32.0
2026-06-01 03:00:00,Biligiriranga Hills,11.948448,77.149897,11.99,15.21,25.9,54.39,43.52,1.57,0.053,1282.1,35.25,1.22,3222.0,725.0,0.0,3.0,1.0,0,LOW,23.87
2026-06-01 03:00:00,Javadi Hills,12.502541,78.949338,5.52,12.93,2.62,29.39,37.48,1.73,0.102,894.5,18.77,2.18,4626.0,1097.0,2.0,4.0,3.0,0,SAFE,20.93
2026-06-01 03:00:00,Kalrayan Hills,11.719134,78.850776,6.24,4.12,15.69,24.84,37.34,1.68,0.137,880.3,26.47,1.42,5210.0,1236.0,2.0,3.0,3.0,0,SAFE,19.73
2026-06-01 03:00:00,Kodaikanal Hills,10.239652,77.485563,4.85,10.83,23.79,36.58,43.26,1.75,0.079,2067.5,28.25,2.3,6912.0,1649.0,1.0,4.0,5.0,0,LOW,25.0
2026-06-01 03:00:00,Kolli Hills,11.246945,78.340249,11.39,22.41,32.24,49.95,47.11,1.96,0.174,1187.8,36.03,0.61,5224.0,1258.0,2.0,5.0,2.0,0,LOW,30.05
2026-06-01 03:00:00,Kurinji Nagar,11.178161,76.950994,7.53,20.67,20.71,48.14,41.32,1.69,0.099,990.6,29.42,0.84,4178.0,983.0,2.0,3.0,2.0,0,LOW,22.66
2026-06-01 03:00:00,Meghamalai,9.681424,77.352467,9.64,17.77,14.21,34.09,42.15,1.58,0.185,1463.7,30.88,1.52,2791.0,668.0,1.0,2.0,2.0,0,LOW,29.73
2026-06-01 03:00:00,Mullai Valley,11.238847,77.01914,8.41,20.94,34.75,65.72,55.14,1.87,0.228,1266.5,35.81,1.37,3022.0,696.0,1.0,0.0,2.0,0,LOW,37.32
2026-06-01 03:00:00,Munnar Hills,10.087566,77.055117,7.3,12.2,15.3,51.02,53.99,1.59,0.038,1530.5,43.78,0.32,7477.0,1790.0,2.0,7.0,4.0,0,LOW,31.72
2026-06-01 03:00:00,Nilgiri Foothills,11.377757,76.747166,6.62,12.83,20.66,39.98,41.26,1.63,0.218,1043.9,37.24,0.5,5500.0,1340.0,2.0,5.0,3.0,0,LOW,30.1
2026-06-01 03:00:00,Pachamalai,11.298654,78.651455,6.03,7.33,25.15,81.05,45.02,1.41,0.179,795.8,19.66,1.8,4388.0,1034.0,1.0,5.0,2.0,0,SAFE,21.81
2026-06-01 03:00:00,Sathyamangalam Hills,11.499752,77.249083,1.63,14.35,9.93,33.88,38.0,1.72,0.0,623.5,21.92,2.5,6090.0,1450.0,2.0,5.0,3.0,0,SAFE,20.08
2026-06-01 03:00:00,Shevaroy Hills,11.660796,78.157542,9.54,20.02,13.73,1.43,29.82,1.69,0.066,1336.5,30.27,0.87,5762.0,1376.0,2.0,6.0,4.0,0,SAFE,20.49
2026-06-01 03:00:00,Sirumalai,10.243147,77.553204,8.13,16.57,23.52,43.62,45.79,1.76,0.202,1150.1,26.19,1.32,3516.0,834.0,1.0,3.0,2.0,0,LOW,22.41
2026-06-01 03:00:00,Thalamalai,11.699352,77.099778,0.64,8.05,26.74,35.83,60.52,1.7,0.0,964.7,29.84,0.97,2962.0,671.0,1.0,3.0,2.0,0,LOW,28.91
2026-06-01 03:00:00,Valparai,10.333385,76.950659,8.69,21.01,20.7,34.96,43.94,1.88,0.111,1328.1,38.98,0.38,6411.0,1496.0,1.0,5.0,4.0,0,LOW,26.29
2026-06-01 03:00:00,Yelagiri,12.579632,78.634186,8.55,16.02,27.53,42.74,44.96,1.46,0.184,1043.8,23.9,1.85,3916.0,957.0,1.0,4.0,2.0,0,LOW,26.38
2026-06-01 03:00:00,Yercaud,11.783616,78.207612,6.98,15.59,31.74,56.78,45.8,2.05,0.148,1507.9,31.38,1.14,4858.0,1167.0,2.0,4.0,2.0,0,LOW,26.85
2026-06-01 04:00:00,Agasthyamalai,8.649965,77.34865,15.0,20.17,21.42,44.17,44.23,1.88,0.021,1123.1,41.35,1.05,2582.0,590.0,1.0,2.0,1.0,0,LOW,31.23
2026-06-01 04:00:00,Anamalai Foothills,10.546589,76.921241,3.98,9.33,19.51,54.81,46.41,1.56,0.0,720.9,28.68,0.2,7417.0,1751.0,2.0,6.0,4.0,0,LOW,25.09
2026-06-01 04:00:00,Biligiriranga Hills,11.950917,77.151899,7.07,17.12,24.03,36.65,61.505,1.73,0.204,1262.6,36.65,1.39,3321.0,807.0,1.0,4.0,2.0,0,SAFE,16.61
2026-06-01 04:00:00,Javadi Hills,12.501678,78.953131,4.61,12.19,16.85,32.87,39.02,1.78,0.022,891.4,20.59,2.19,4566.0,1052.0,1.0,4.0,3.0,0,SAFE,18.19
2026-06-01 04:00:00,Kalrayan Hills,11.723138,78.852299,10.93,15.27,12.16,35.86,44.27,1.7,0.04,864.6,27.67,1.57,5242.0,1221.0,2.0,3.0,2.0,0,LOW,25.68
2026-06-01 04:00:00,Kodaikanal Hills,10.239999,77.488851,9.33,11.2,18.84,32.64,40.16,1.79,0.084,2048.8,29.21,2.08,6791.0,1622.0,2.0,7.0,4.0,0,SAFE,20.55
2026-06-01 04:00:00,Kolli Hills,11.249768,78.344209,11.82,20.88,35.85,43.23,44.17,2.07,0.162,1156.3,38.39,1.08,5132.0,1184.0,2.0,5.0,3.0,0,LOW,35.59
2026-06-01 04:00:00,Kurinji Nagar,11.181331,76.949803,10.75,19.51,22.5,42.42,46.57,1.76,0.129,968.1,27.27,0.63,4124.0,994.0,1.0,3.0,3.0,0,LOW,29.54
2026-06-01 04:00:00,Meghamalai,9.681441,77.351253,21.74,28.83,30.27,56.03,51.53,1.78,0.327,1419.7,34.03,1.73,2823.0,686.0,1.0,2.0,2.0,0,LOW,36.87
2026-06-01 04:00:00,Mullai Valley,11.242152,77.016427,4.78,11.64,19.98,37.17,40.45,1.87,0.014,1283.7,33.21,1.16,3073.0,716.0,0.0,1.0,1.0,0,LOW,25.99
2026-06-01 04:00:00,Munnar Hills,10.090771,77.062201,15.61,18.67,32.34,46.17,46.79,1.74,0.193,1520.9,40.26,0.33,7396.0,1788.0,2.0,6.0,4.0,0,LOW,30.13
2026-06-01 04:00:00,Nilgiri Foothills,11.378699,76.748504,1.92,9.63,22.14,36.33,40.54,1.58,0.0,1051.0,36.82,0.74,5539.0,1307.0,1.0,5.0,3.0,0,LOW,22.92
2026-06-01 04:00:00,Pachamalai,11.302454,78.650362,18.07,19.14,32.74,55.8,47.32,1.59,0.222,793.7,18.12,1.62,4381.0,1018.0,1.0,5.0,3.0,0,LOW,23.73
2026-06-01 04:00:00,Sathyamangalam Hills,11.499821,77.246727,13.31,33.705,26.98,47.55,49.87,1.75,0.089,665.2,15.98,2.41,6278.0,1489.0,2.0,6.0,3.0,0,LOW,27.03
2026-06-01 04:00:00,Shevaroy Hills,11.659246,78.160579,5.67,17.54,24.41,20.66,35.5,1.87,0.175,1315.9,31.88,0.8,5895.0,1424.0,1.0,5.0,3.0,0,LOW,27.37
2026-06-01 04:00:00,Sirumalai,10.239342,77.553707,10.78,19.33,24.16,47.24,59.925,1.85,0.101,1182.5,24.82,1.36,3459.0,774.0,1.0,3.0,1.0,0,LOW,29.94
2026-06-01 04:00:00,Thalamalai,11.7014,77.103016,11.54,20.44,33.17,57.97,53.54,2.04,0.403,982.1,29.56,0.99,3003.0,747.0,1.0,3.0,2.0,0,LOW,34.8
2026-06-01 04:00:00,Valparai,10.330907,76.95546,9.01,16.5,28.26,53.47,49.61,1.88,0.0,1324.5,37.71,0.61,6219.0,1508.0,1.0,5.0,4.0,0,SAFE,20.69
2026-06-01 04:00:00,Yelagiri,12.580297,78.62787,8.21,13.25,21.15,35.62,43.23,1.63,0.21,1053.3,23.54,1.71,3905.0,929.0,2.0,2.0,3.0,0,LOW,24.48
2026-06-01 04:00:00,Yercaud,11.780017,78.209548,5.46,33.73,17.92,54.71,44.57,2.06,0.057,1478.5,28.41,1.02,4852.0,1165.0,1.0,4.0,3.0,0,LOW,25.27
2026-06-01 05:00:00,Agasthyamalai,8.649259,77.348671,6.01,9.21,22.13,33.91,46.05,1.96,0.112,1101.8,43.06,1.16,2655.0,617.0,1.0,4.0,2.0,0,LOW,29.41
2026-06-01 05:00:00,Anamalai Foothills,10.55355,76.91983,8.86,2.78,12.18,32.9,41.27,1.7,0.177,715.5,25.73,0.69,7099.0,1679.0,2.0,6.0,3.0,0,LOW,26.34
2026-06-01 05:00:00,Biligiriranga Hills,11.952526,77.148168,11.23,14.19,26.85,43.31,39.48,1.77,0.049,1300.8,33.11,1.59,3201.0,816.0,2.0,2.0,1.0,0,LOW,28.84
2026-06-01 05:00:00,Javadi Hills,12.502123,78.948311,15.59,9.1,19.14,34.16,35.46,1.71,0.021,903.3,22.16,1.98,4674.0,1082.0,1.0,4.0,2.0,0,SAFE,19.47
2026-06-01 05:00:00,Kalrayan Hills,11.715771,78.850576,13.01,32.87,6.24,31.23,44.35,1.65,0.029,855.6,23.85,1.43,5166.0,1240.0,1.0,5.0,3.0,0,LOW,23.05
2026-06-01 05:00:00,Kodaikanal Hills,10.237379,77.493294,2.57,7.99,23.17,30.12,43.97,1.86,0.155,2058.2,29.15,2.42,6828.0,1619.0,2.0,6.0,3.0,0,SAFE,18.5
2026-06-01 05:00:00,Kolli Hills,11.248058,78.337485,15.26,23.97,36.55,69.11,57.89,2.16,0.128,1159.8,31.12,0.83,5070.0,1198.0,2.0,4.0,4.0,0,LOW,33.24
2026-06-01 05:00:00,Kurinji Nagar,11.181681,76.946545,9.06,14.96,13.62,25.34,34.03,1.72,0.0905,963.7,27.24,0.93,4177.0,1012.0,1.0,3.0,2.0,0,SAFE,20.95
2026-06-01 05:00:00,Meghamalai,9.68026,77.351467,15.73,26.11,27.41,59.94,56.64,1.89,0.219,1433.5,30.94,1.28,2857.0,721.0,1.0,3.0,2.0,0,LOW,33.93
2026-06-01 05:00:00,Mullai Valley,11.241089,77.021663,8.55,9.86,19.17,48.5,44.96,1.89,0.097,1258.2,32.48,1.13,3061.0,739.0,1.0,1.0,2.0,0,LOW,28.22
2026-06-01 05:00:00,Munnar Hills,10.08375,77.062241,13.44,19.96,23.49,46.43,43.88,2.93,0.09,1546.3,44.07,0.39,7443.0,1760.0,2.0,7.0,4.0,0,LOW,29.67
2026-06-01 05:00:00,Nilgiri Foothills,11.381464,76.748851,9.44,13.78,46.565,41.37,63.13,1.74,0.219,1046.4,38.98,0.99,5629.0,1341.0,2.0,6.0,3.0,0,LOW,36.38
2026-06-01 05:00:00,Pachamalai,11.299292,78.652498,6.85,13.01,27.35,40.64,42.97,1.68,0.077,785.0,22.22,1.67,4374.0,1040.0,2.0,6.0,1.0,0,LOW,23.28
2026-06-01 05:00:00,Sathyamangalam Hills,11.499816,77.2515,8.8,18.24,21.49,28.9,43.45,1.8,0.124,631.0,22.39,2.5,6168.0,1483.0,2.0,4.0,3.0,0,LOW,26.23
2026-06-01 05:00:00,Shevaroy Hills,11.661112,78.161586,18.42,21.07,26.25,47.75,60.54,1.88,0.097,1360.5,32.84,0.88,5759.0,1377.0,1.0,6.0,4.0,0,LOW,25.64
2026-06-01 05:00:00,Sirumalai,10.24156,77.551368,4.28,8.94,22.2,33.23,39.28,1.88,0.084,1149.7,26.64,1.07,3478.0,801.0,1.0,3.0,1.0,0,LOW,22.33
2026-06-01 05:00:00,Thalamalai,11.702739,77.100953,5.41,18.0,18.37,46.18,47.05,2.02,0.0,963.7,31.955,0.92,3009.0,699.0,1.0,2.0,1.0,0,LOW,25.35
2026-06-01 05:00:00,Valparai,10.329613,76.947318,15.27,21.51,25.3,46.36,50.94,1.93,0.149,1358.4,42.25,0.8,6217.0,1483.0,2.0,6.0,3.0,0,LOW,33.98
2026-06-01 05:00:00,Yelagiri,12.58138,78.633014,13.9,15.1,25.05,44.98,44.87,1.6,0.087,1031.0,24.55,1.67,3961.0,933.0,1.0,4.0,2.0,0,LOW,24.59
2026-06-01 05:00:00,Yercaud,11.778565,78.209511,6.69,16.57,13.64,24.38,39.73,1.95,0.0,1473.6,33.04,1.16,4782.0,1139.0,1.0,3.0,2.0,0,SAFE,17.41
2026-06-01 06:00:00,Agasthyamalai,8.644779,77.353192,13.28,16.11,21.85,54.11,50.37,2.03,0.081,1143.7,38.6,0.88,2604.0,628.0,1.0,2.0,1.0,0,LOW,30.83
2026-06-01 06:00:00,Anamalai Foothills,10.547091,76.919656,10.03,14.57,18.8,51.78,49.98,1.64,0.021,711.5,26.48,0.57,7358.0,1762.0,2.0,6.0,4.0,0,LOW,33.95
2026-06-01 06:00:00,Biligiriranga Hills,11.951693,77.148548,9.81,21.92,28.23,40.1,43.88,1.97,0.227,1284.7,35.52,1.42,3250.0,778.0,1.0,3.0,2.0,0,LOW,30.74
2026-06-01 06:00:00,Javadi Hills,12.50126,78.950001,15.99,22.95,25.91,32.28,41.95,1.67,0.013,904.4,23.74,2.07,4558.0,1068.0,1.0,4.0,3.0,0,LOW,23.52
2026-06-01 06:00:00,Kalrayan Hills,11.71897,78.847538,14.71,32.87,23.18,44.77,46.75,1.68,0.069,828.6,22.79,1.43,5244.0,1248.0,2.0,5.0,3.0,0,LOW,25.41
2026-06-01 06:00:00,Kodaikanal Hills,10.243048,77.490209,10.65,18.0,17.64,40.78,44.78,2.01,0.231,2063.2,27.82,2.19,6785.0,1615.0,2.0,6.0,4.0,0,LOW,28.88
2026-06-01 06:00:00,Kolli Hills,11.24656,78.341989,16.02,28.46,31.69,48.5,52.4,2.13,0.066,1169.7,36.79,0.99,5136.0,1215.0,2.0,5.0,5.0,0,LOW,26.72
2026-06-01 06:00:00,Kurinji Nagar,11.182927,76.947622,14.4,20.67,23.31,32.24,41.65,1.76,0.107,980.4,31.2,0.66,4135.0,989.0,1.0,5.0,3.0,0,LOW,28.55
2026-06-01 06:00:00,Meghamalai,9.681787,77.348475,8.08,17.12,36.93,47.11,50.54,2.02,0.156,1454.0,34.51,1.5,2829.0,713.0,1.0,2.0,2.0,0,LOW,31.11
2026-06-01 06:00:00,Mullai Valley,11.24119,77.021906,14.75,19.07,30.85,40.41,41.08,1.76,0.0,1235.2,34.8,0.75,3069.0,742.0,0.0,3.0,1.0,0,LOW,27.6
2026-06-01 06:00:00,Munnar Hills,10.090205,77.062937,16.44,27.7,38.71,55.93,49.85,1.82,0.111,1541.9,40.43,0.26,7285.0,1764.0,2.0,7.0,4.0,0,LOW,38.37
