timestamp,location,latitude,longitude,flood_probability,risk_level,alert_type,alert_message,recommended_action
2026-06-01 00:00:00,Yelagiri,12.580448,78.630494,0.0,LOW,LOW,LOW FLOOD RISK at Yelagiri. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 00:00:00,Yercaud,11.781819,78.208917,0.0,LOW,LOW,LOW FLOOD RISK at Yercaud. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 01:00:00,Agasthyamalai,8.648478,77.347484,0.0,LOW,LOW,LOW FLOOD RISK at Agasthyamalai. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 01:00:00,Anamalai Foothills,10.547897,76.918912,0.0,LOW,LOW,LOW FLOOD RISK at Anamalai Foothills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 01:00:00,Biligiriranga Hills,11.951484,77.147231,0.0,LOW,LOW,LOW FLOOD RISK at Biligiriranga Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 01:00:00,Javadi Hills,12.498386,78.951934,0.0,LOW,LOW,LOW FLOOD RISK at Javadi Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 01:00:00,Kalrayan Hills,11.722136,78.850912,0.0,LOW,LOW,LOW FLOOD RISK at Kalrayan Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 01:00:00,Kodaikanal Hills,10.239141,77.48839,0.0,LOW,LOW,LOW FLOOD RISK at Kodaikanal Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 01:00:00,Kolli Hills,11.25052,78.339196,0.0,LOW,LOW,LOW FLOOD RISK at Kolli Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 01:00:00,Kurinji Nagar,11.179772,76.94832,0.0,LOW,LOW,LOW FLOOD RISK at Kurinji Nagar. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 01:00:00,Meghamalai,9.681283,77.353229,0.0,LOW,LOW,LOW FLOOD RISK at Meghamalai. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 01:00:00,Mullai Valley,11.238018,77.018871,0.0,LOW,LOW,LOW FLOOD RISK at Mullai Valley. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 01:00:00,Munnar Hills,10.089438,77.058449,0.0,LOW,LOW,LOW FLOOD RISK at Munnar Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 01:00:00,Nilgiri Foothills,11.382145,76.750055,0.0,LOW,LOW,LOW FLOOD RISK at Nilgiri Foothills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 01:00:00,Pachamalai,11.301117,78.652485,0.0,LOW,LOW,LOW FLOOD RISK at Pachamalai. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 01:00:00,Sathyamangalam Hills,11.501799,77.248492,0.0,LOW,LOW,LOW FLOOD RISK at Sathyamangalam Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 01:00:00,Shevaroy Hills,11.662708,78.160578,0.0,LOW,LOW,LOW FLOOD RISK at Shevaroy Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 01:00:00,Sirumalai,10.238747,77.550487,0.0,LOW,LOW,LOW FLOOD RISK at Sirumalai. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 01:00:00,Thalamalai,11.703092,77.099366,0.0,LOW,LOW,LOW FLOOD RISK at Thalamalai. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 01:00:00,Valparai,10.331553,76.953278,0.0,LOW,LOW,LOW FLOOD RISK at Valparai. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 01:00:00,Yelagiri,12.578179,78.627849,0.0,LOW,LOW,LOW FLOOD RISK at Yelagiri. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 01:00:00,Yercaud,11.78163,78.207023,0.0,LOW,LOW,LOW FLOOD RISK at Yercaud. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 02:00:00,Agasthyamalai,8.647763,77.35181,0.0,LOW,LOW,LOW FLOOD RISK at Agasthyamalai. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 02:00:00,Anamalai Foothills,10.550176,76.921888,0.0,LOW,LOW,LOW FLOOD RISK at Anamalai Foothills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 02:00:00,Biligiriranga Hills,11.950568,77.146652,0.0,LOW,LOW,LOW FLOOD RISK at Biligiriranga Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 02:00:00,Javadi Hills,12.497358,78.949831,0.0,LOW,LOW,LOW FLOOD RISK at Javadi Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 02:00:00,Kalrayan Hills,11.721536,78.848062,0.0,LOW,LOW,LOW FLOOD RISK at Kalrayan Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 02:00:00,Kodaikanal Hills,10.238561,77.487422,0.0,LOW,LOW,LOW FLOOD RISK at Kodaikanal Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 02:00:00,Kolli Hills,11.247265,78.343727,0.0,LOW,LOW,LOW FLOOD RISK at Kolli Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 02:00:00,Kurinji Nagar,11.179059,76.948722,0.0,LOW,LOW,LOW FLOOD RISK at Kurinji Nagar. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 02:00:00,Meghamalai,9.676702,77.34983,0.0,LOW,LOW,LOW FLOOD RISK at Meghamalai. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 02:00:00,Mullai Valley,11.24397,77.018529,0.0,LOW,LOW,LOW FLOOD RISK at Mullai Valley. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 02:00:00,Munnar Hills,10.090162,77.059466,5.333333333333334,LOW,LOW,LOW FLOOD RISK at Munnar Hills. Predicted probability: 5.3%.,Continue routine monitoring.
2026-06-01 02:00:00,Nilgiri Foothills,11.376043,76.749112,0.0,LOW,LOW,LOW FLOOD RISK at Nilgiri Foothills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 02:00:00,Pachamalai,11.297707,78.64771,0.0,LOW,LOW,LOW FLOOD RISK at Pachamalai. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 02:00:00,Sathyamangalam Hills,11.501523,77.250439,0.0,LOW,LOW,LOW FLOOD RISK at Sathyamangalam Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 02:00:00,Shevaroy Hills,11.660491,78.161147,0.0,LOW,LOW,LOW FLOOD RISK at Shevaroy Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 02:00:00,Sirumalai,10.241538,77.551172,0.0,LOW,LOW,LOW FLOOD RISK at Sirumalai. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 02:00:00,Thalamalai,11.698518,77.09769,0.0,LOW,LOW,LOW FLOOD RISK at Thalamalai. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 02:00:00,Valparai,10.331633,76.949664,0.0,LOW,LOW,LOW FLOOD RISK at Valparai. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 02:00:00,Yelagiri,12.578712,78.631811,0.0,LOW,LOW,LOW FLOOD RISK at Yelagiri. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 02:00:00,Yercaud,11.777847,78.210221,0.0,LOW,LOW,LOW FLOOD RISK at Yercaud. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 03:00:00,Agasthyamalai,8.648057,77.352073,0.0,LOW,LOW,LOW FLOOD RISK at Agasthyamalai. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 03:00:00,Anamalai Foothills,10.54858,76.920113,0.0,LOW,LOW,LOW FLOOD RISK at Anamalai Foothills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 03:00:00,Biligiriranga Hills,11.948448,77.149897,0.0,LOW,LOW,LOW FLOOD RISK at Biligiriranga Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 03:00:00,Javadi Hills,12.502541,78.949338,0.0,LOW,LOW,LOW FLOOD RISK at Javadi Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 03:00:00,Kalrayan Hills,11.719134,78.850776,0.0,LOW,LOW,LOW FLOOD RISK at Kalrayan Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 03:00:00,Kodaikanal Hills,10.239652,77.485563,0.0,LOW,LOW,LOW FLOOD RISK at Kodaikanal Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 03:00:00,Kolli Hills,11.246945,78.340249,0.0,LOW,LOW,LOW FLOOD RISK at Kolli Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 03:00:00,Kurinji Nagar,11.178161,76.950994,0.0,LOW,LOW,LOW FLOOD RISK at Kurinji Nagar. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 03:00:00,Meghamalai,9.681424,77.352467,0.0,LOW,LOW,LOW FLOOD RISK at Meghamalai. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 03:00:00,Mullai Valley,11.238847,77.01914,0.0,LOW,LOW,LOW FLOOD RISK at Mullai Valley. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 03:00:00,Munnar Hills,10.087566,77.055117,0.0,LOW,LOW,LOW FLOOD RISK at Munnar Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 03:00:00,Nilgiri Foothills,11.377757,76.747166,0.0,LOW,LOW,LOW FLOOD RISK at Nilgiri Foothills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 03:00:00,Pachamalai,11.298654,78.651455,0.0,LOW,LOW,LOW FLOOD RISK at Pachamalai. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 03:00:00,Sathyamangalam Hills,11.499752,77.249083,0.0,LOW,LOW,LOW FLOOD RISK at Sathyamangalam Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 03:00:00,Shevaroy Hills,11.660796,78.157542,0.0,LOW,LOW,LOW FLOOD RISK at Shevaroy Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 03:00:00,Sirumalai,10.243147,77.553204,0.0,LOW,LOW,LOW FLOOD RISK at Sirumalai. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 03:00:00,Thalamalai,11.699352,77.099778,0.0,LOW,LOW,LOW FLOOD RISK at Thalamalai. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 03:00:00,Valparai,10.333385,76.950659,0.0,LOW,LOW,LOW FLOOD RISK at Valparai. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 03:00:00,Yelagiri,12.579632,78.634186,0.0,LOW,LOW,LOW FLOOD RISK at Yelagiri. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 03:00:00,Yercaud,11.783616,78.207612,0.0,LOW,LOW,LOW FLOOD RISK at Yercaud. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 04:00:00,Agasthyamalai,8.649965,77.34865,0.0,LOW,LOW,LOW FLOOD RISK at Agasthyamalai. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 04:00:00,Anamalai Foothills,10.546589,76.921241,0.0,LOW,LOW,LOW FLOOD RISK at Anamalai Foothills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 04:00:00,Biligiriranga Hills,11.950917,77.151899,0.0,LOW,LOW,LOW FLOOD RISK at Biligiriranga Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 04:00:00,Javadi Hills,12.501678,78.953131,0.0,LOW,LOW,LOW FLOOD RISK at Javadi Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 04:00:00,Kalrayan Hills,11.723138,78.852299,0.0,LOW,LOW,LOW FLOOD RISK at Kalrayan Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 04:00:00,Kodaikanal Hills,10.239999,77.488851,0.0,LOW,LOW,LOW FLOOD RISK at Kodaikanal Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 04:00:00,Kolli Hills,11.249768,78.344209,0.0,LOW,LOW,LOW FLOOD RISK at Kolli Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 04:00:00,Kurinji Nagar,11.181331,76.949803,0.0,LOW,LOW,LOW FLOOD RISK at Kurinji Nagar. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 04:00:00,Meghamalai,9.681441,77.351253,0.0,LOW,LOW,LOW FLOOD RISK at Meghamalai. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 04:00:00,Mullai Valley,11.242152,77.016427,0.0,LOW,LOW,LOW FLOOD RISK at Mullai Valley. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 04:00:00,Munnar Hills,10.090771,77.062201,0.0,LOW,LOW,LOW FLOOD RISK at Munnar Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 04:00:00,Nilgiri Foothills,11.378699,76.748504,0.0,LOW,LOW,LOW FLOOD RISK at Nilgiri Foothills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 04:00:00,Pachamalai,11.302454,78.650362,0.0,LOW,LOW,LOW FLOOD RISK at Pachamalai. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 04:00:00,Sathyamangalam Hills,11.499821,77.246727,0.0,LOW,LOW,LOW FLOOD RISK at Sathyamangalam Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 04:00:00,Shevaroy Hills,11.659246,78.160579,0.0,LOW,LOW,LOW FLOOD RISK at Shevaroy Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 04:00:00,Sirumalai,10.239342,77.553707,0.0,LOW,LOW,LOW FLOOD RISK at Sirumalai. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 04:00:00,Thalamalai,11.7014,77.103016,0.0,LOW,LOW,LOW FLOOD RISK at Thalamalai. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 04:00:00,Valparai,10.330907,76.95546,0.0,LOW,LOW,LOW FLOOD RISK at Valparai. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 04:00:00,Yelagiri,12.580297,78.62787,0.0,LOW,LOW,LOW FLOOD RISK at Yelagiri. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 04:00:00,Yercaud,11.780017,78.209548,0.0,LOW,LOW,LOW FLOOD RISK at Yercaud. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 05:00:00,Agasthyamalai,8.649259,77.348671,0.0,LOW,LOW,LOW FLOOD RISK at Agasthyamalai. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 05:00:00,Anamalai Foothills,10.55355,76.91983,0.0,LOW,LOW,LOW FLOOD RISK at Anamalai Foothills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 05:00:00,Biligiriranga Hills,11.952526,77.148168,0.0,LOW,LOW,LOW FLOOD RISK at Biligiriranga Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 05:00:00,Javadi Hills,12.502123,78.948311,0.0,LOW,LOW,LOW FLOOD RISK at Javadi Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 05:00:00,Kalrayan Hills,11.715771,78.850576,0.0,LOW,LOW,LOW FLOOD RISK at Kalrayan Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 05:00:00,Kodaikanal Hills,10.237379,77.493294,0.0,LOW,LOW,LOW FLOOD RISK at Kodaikanal Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 05:00:00,Kolli Hills,11.248058,78.337485,0.0,LOW,LOW,LOW FLOOD RISK at Kolli Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 05:00:00,Kurinji Nagar,11.181681,76.946545,0.0,LOW,LOW,LOW FLOOD RISK at Kurinji Nagar. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 05:00:00,Meghamalai,9.68026,77.351467,0.0,LOW,LOW,LOW FLOOD RISK at Meghamalai. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 05:00:00,Mullai Valley,11.241089,77.021663,0.0,LOW,LOW,LOW FLOOD RISK at Mullai Valley. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 05:00:00,Munnar Hills,10.08375,77.062241,0.0,LOW,LOW,LOW FLOOD RISK at Munnar Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 05:00:00,Nilgiri Foothills,11.381464,76.748851,0.0,LOW,LOW,LOW FLOOD RISK at Nilgiri Foothills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 05:00:00,Pachamalai,11.299292,78.652498,0.0,LOW,LOW,LOW FLOOD RISK at Pachamalai. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 05:00:00,Sathyamangalam Hills,11.499816,77.2515,0.0,LOW,LOW,LOW FLOOD RISK at Sathyamangalam Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 05:00:00,Shevaroy Hills,11.661112,78.161586,0.0,LOW,LOW,LOW FLOOD RISK at Shevaroy Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 05:00:00,Sirumalai,10.24156,77.551368,0.0,LOW,LOW,LOW FLOOD RISK at Sirumalai. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 05:00:00,Thalamalai,11.702739,77.100953,0.0,LOW,LOW,LOW FLOOD RISK at Thalamalai. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 05:00:00,Valparai,10.329613,76.947318,0.0,LOW,LOW,LOW FLOOD RISK at Valparai. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 05:00:00,Yelagiri,12.58138,78.633014,0.0,LOW,LOW,LOW FLOOD RISK at Yelagiri. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 05:00:00,Yercaud,11.778565,78.209511,0.0,LOW,LOW,LOW FLOOD RISK at Yercaud. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 06:00:00,Agasthyamalai,8.644779,77.353192,0.0,LOW,LOW,LOW FLOOD RISK at Agasthyamalai. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 06:00:00,Anamalai Foothills,10.547091,76.919656,0.0,LOW,LOW,LOW FLOOD RISK at Anamalai Foothills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 06:00:00,Biligiriranga Hills,11.951693,77.148548,0.0,LOW,LOW,LOW FLOOD RISK at Biligiriranga Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 06:00:00,Javadi Hills,12.50126,78.950001,0.0,LOW,LOW,LOW FLOOD RISK at Javadi Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 06:00:00,Kalrayan Hills,11.71897,78.847538,0.0,LOW,LOW,LOW FLOOD RISK at Kalrayan Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 06:00:00,Kodaikanal Hills,10.243048,77.490209,0.0,LOW,LOW,LOW FLOOD RISK at Kodaikanal Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 06:00:00,Kolli Hills,11.24656,78.341989,0.0,LOW,LOW,LOW FLOOD RISK at Kolli Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 06:00:00,Kurinji Nagar,11.182927,76.947622,0.0,LOW,LOW,LOW FLOOD RISK at Kurinji Nagar. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 06:00:00,Meghamalai,9.681787,77.348475,0.0,LOW,LOW,LOW FLOOD RISK at Meghamalai. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 06:00:00,Mullai Valley,11.24119,77.021906,0.0,LOW,LOW,LOW FLOOD RISK at Mullai Valley. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 06:00:00,Munnar Hills,10.090205,77.062937,0.0,LOW,LOW,LOW FLOOD RISK at Munnar Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 06:00:00,Nilgiri Foothills,11.381361,76.746546,0.0,LOW,LOW,LOW FLOOD RISK at Nilgiri Foothills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 06:00:00,Pachamalai,11.297849,78.65062,0.0,LOW,LOW,LOW FLOOD RISK at Pachamalai. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 06:00:00,Sathyamangalam Hills,11.498134,77.249867,0.0,LOW,LOW,LOW FLOOD RISK at Sathyamangalam Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 06:00:00,Shevaroy Hills,11.657653,78.160933,0.0,LOW,LOW,LOW FLOOD RISK at Shevaroy Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 06:00:00,Sirumalai,10.237356,77.550961,0.0,LOW,LOW,LOW FLOOD RISK at Sirumalai. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 06:00:00,Thalamalai,11.706296,77.101616,0.0,LOW,LOW,LOW FLOOD RISK at Thalamalai. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 06:00:00,Valparai,10.327669,76.949893,0.0,LOW,LOW,LOW FLOOD RISK at Valparai. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 06:00:00,Yelagiri,12.576683,78.633115,0.0,LOW,LOW,LOW FLOOD RISK at Yelagiri. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 06:00:00,Yercaud,11.781949,78.208331,0.0,LOW,LOW,LOW FLOOD RISK at Yercaud. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 07:00:00,Agasthyamalai,8.650173,77.350682,0.0,LOW,LOW,LOW FLOOD RISK at Agasthyamalai. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 07:00:00,Anamalai Foothills,10.551528,76.921712,0.0,LOW,LOW,LOW FLOOD RISK at Anamalai Foothills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 07:00:00,Biligiriranga Hills,11.948337,77.15152,0.0,LOW,LOW,LOW FLOOD RISK at Biligiriranga Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 07:00:00,Javadi Hills,12.498758,78.952374,0.0,LOW,LOW,LOW FLOOD RISK at Javadi Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 07:00:00,Kalrayan Hills,11.719916,78.851542,0.0,LOW,LOW,LOW FLOOD RISK at Kalrayan Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 07:00:00,Kodaikanal Hills,10.243753,77.493553,0.0,LOW,LOW,LOW FLOOD RISK at Kodaikanal Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 07:00:00,Kolli Hills,11.249164,78.342933,0.0,LOW,LOW,LOW FLOOD RISK at Kolli Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 07:00:00,Kurinji Nagar,11.178374,76.949169,0.0,LOW,LOW,LOW FLOOD RISK at Kurinji Nagar. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 07:00:00,Meghamalai,9.679818,77.355119,0.0,LOW,LOW,LOW FLOOD RISK at Meghamalai. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 07:00:00,Mullai Valley,11.239167,77.018113,0.0,LOW,LOW,LOW FLOOD RISK at Mullai Valley. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 07:00:00,Munnar Hills,10.091309,77.058793,0.0,LOW,LOW,LOW FLOOD RISK at Munnar Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 07:00:00,Nilgiri Foothills,11.380506,76.750552,0.0,LOW,LOW,LOW FLOOD RISK at Nilgiri Foothills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 07:00:00,Pachamalai,11.298723,78.651513,0.0,LOW,LOW,LOW FLOOD RISK at Pachamalai. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 07:00:00,Sathyamangalam Hills,11.497714,77.249554,0.0,LOW,LOW,LOW FLOOD RISK at Sathyamangalam Hills. Predicted probability: 0.0%.,Continue routine monitoring.
2026-06-01 07:00:00,Shevaroy Hills,11.658854,78.161615,0.0,LOW,LOW,LOW FLOOD RISK at Shevaroy Hills. Predicted probability: 0.0%.,Continue routine monitoring.
